City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
0,Bambous Virieux,MU,-20.3428,57.7575,69.22,83,20,13.8,light rain,2021-08-18 00:17:58
1,Saldanha,ZA,-33.0117,17.9442,55.45,89,100,9.08,overcast clouds,2021-08-18 00:17:59
2,Avarua,CK,-21.2078,-159.775,75.25,60,75,13.8,broken clouds,2021-08-18 00:17:59
3,Yellowknife,CA,62.456,-114.3525,59.52,55,20,11.5,few clouds,2021-08-18 00:17:36
4,Busselton,AU,-33.65,115.3333,56.08,85,4,3.96,clear sky,2021-08-18 00:18:00
5,Port Augusta,AU,-32.5,137.7667,54.72,52,76,2.77,broken clouds,2021-08-18 00:09:20
6,Ndele,CF,8.4109,20.6473,70.0,97,91,3.44,overcast clouds,2021-08-18 00:11:18
7,Rikitea,PF,-23.1203,-134.9692,74.66,76,0,20.74,light rain,2021-08-18 00:18:00
8,Guapi,CO,2.5708,-77.8854,76.86,87,70,3.27,broken clouds,2021-08-18 00:11:18
9,Butaritari,KI,3.0707,172.7902,83.44,69,92,12.95,overcast clouds,2021-08-18 00:18:01
10,Santarem,BR,-2.4431,-54.7083,81.91,60,62,1.66,broken clouds,2021-08-18 00:11:19
11,Airai,TL,-8.9266,125.4092,66.65,47,29,4.38,scattered clouds,2021-08-18 00:18:01
12,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,88,20,4.23,few clouds,2021-08-18 00:18:02
13,Bredasdorp,ZA,-34.5322,20.0403,51.12,87,100,3.44,overcast clouds,2021-08-18 00:18:02
14,Kapaa,US,22.0752,-159.319,84.52,67,40,1.01,scattered clouds,2021-08-18 00:18:02
15,Hobart,AU,-42.8794,147.3294,53.11,75,75,1.99,broken clouds,2021-08-18 00:13:32
16,Tuktoyaktuk,CA,69.4541,-133.0374,44.6,93,90,13.8,overcast clouds,2021-08-18 00:18:03
17,Ushuaia,AR,-54.8,-68.3,35.26,80,75,23.02,light intensity drizzle,2021-08-18 00:15:56
18,Monrovia,LR,6.3005,-10.7969,77.63,77,65,11.52,broken clouds,2021-08-18 00:11:20
19,Shahr-E Babak,IR,30.1165,55.1186,75.9,27,53,8.08,broken clouds,2021-08-18 00:11:20
20,Port-Cartier,CA,50.0334,-66.8654,73.92,68,54,7.85,broken clouds,2021-08-18 00:18:03
21,Atuona,PF,-9.8,-139.0333,77.29,77,29,11.9,light rain,2021-08-18 00:15:17
22,Ondjiva,AO,-17.0667,15.7333,61.74,27,0,5.39,clear sky,2021-08-18 00:11:21
23,Dikson,RU,73.5069,80.5464,41.63,95,100,16.53,overcast clouds,2021-08-18 00:18:04
24,Lebu,CL,-37.6167,-73.65,51.03,93,100,18.79,overcast clouds,2021-08-18 00:18:04
25,Aitape,PG,-3.1374,142.3475,82.85,74,92,3.38,overcast clouds,2021-08-18 00:09:15
26,Albany,US,42.6001,-73.9662,73.62,86,100,4.74,overcast clouds,2021-08-18 00:15:06
27,Hermanus,ZA,-34.4187,19.2345,54.9,79,100,6.51,overcast clouds,2021-08-18 00:18:05
28,Bereda,ES,43.2686,-7.5406,60.91,92,10,6.02,clear sky,2021-08-18 00:11:22
29,Kahului,US,20.8947,-156.47,84.22,75,40,12.66,light rain,2021-08-18 00:18:05
30,Arraial Do Cabo,BR,-22.9661,-42.0278,70.79,91,2,24.87,clear sky,2021-08-18 00:18:06
31,Paita,PE,-5.0892,-81.1144,64.56,87,20,13.24,few clouds,2021-08-18 00:18:06
32,Katangli,RU,51.7102,143.2326,71.74,66,16,13.11,few clouds,2021-08-18 00:11:23
33,Mar Del Plata,AR,-38.0023,-57.5575,50.02,76,0,5.75,clear sky,2021-08-18 00:18:07
34,Champerico,GT,14.3,-91.9167,85.35,78,54,5.28,broken clouds,2021-08-18 00:18:07
35,Mataura,NZ,-46.1927,168.8643,44.47,86,92,7.31,overcast clouds,2021-08-18 00:11:23
36,Mattru,SL,7.6244,-11.8332,73.2,94,80,2.89,broken clouds,2021-08-18 00:11:24
37,Sitka,US,57.0531,-135.33,53.49,87,90,8.05,heavy intensity rain,2021-08-18 00:18:07
38,Cape Town,ZA,-33.9258,18.4232,55.89,92,75,1.99,broken clouds,2021-08-18 00:16:18
39,Constitucion,CL,-35.3333,-72.4167,54.88,95,100,20.4,overcast clouds,2021-08-18 00:11:24
40,Hilo,US,19.7297,-155.09,83.93,65,1,13.8,clear sky,2021-08-18 00:11:24
41,Najran,SA,17.4924,44.1277,82.65,16,55,5.44,broken clouds,2021-08-18 00:11:25
42,Standerton,ZA,-26.9337,29.2415,52.59,59,3,3.76,clear sky,2021-08-18 00:11:25
43,Hithadhoo,MV,-0.6,73.0833,81.19,75,83,8.28,broken clouds,2021-08-18 00:18:08
44,Kodiak,US,57.79,-152.4072,54.91,88,90,3.44,mist,2021-08-18 00:11:26
45,Saint-Pierre,RE,-21.3393,55.4781,67.68,68,90,13.8,overcast clouds,2021-08-18 00:08:55
46,Upernavik,GL,72.7868,-56.1549,40.19,94,100,10.87,overcast clouds,2021-08-18 00:18:09
47,Vaini,TO,-21.2,-175.2,75.36,94,75,9.22,light intensity shower rain,2021-08-18 00:18:09
48,Vila Velha,BR,-20.3297,-40.2925,73.35,83,40,8.05,scattered clouds,2021-08-18 00:13:27
49,Punta Arenas,CL,-53.15,-70.9167,39.31,93,90,23.02,light rain,2021-08-18 00:17:24
50,Batagay-Alyta,RU,67.8006,130.4114,56.46,58,100,3.13,overcast clouds,2021-08-18 00:18:10
51,Saint George,US,37.1041,-113.5841,102.67,27,1,10.0,clear sky,2021-08-18 00:11:26
52,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,17.27,scattered clouds,2021-08-18 00:18:10
53,Esperance,AU,-33.8667,121.9,58.37,77,35,10.78,scattered clouds,2021-08-18 00:18:10
54,Qaanaaq,GL,77.484,-69.3632,40.8,93,92,3.74,overcast clouds,2021-08-18 00:18:11
55,Henties Bay,NA,-22.116,14.2845,49.86,84,0,6.6,clear sky,2021-08-18 00:18:11
56,Husavik,IS,66.0449,-17.3389,50.65,94,100,3.47,overcast clouds,2021-08-18 00:11:27
57,Ilhabela,BR,-23.7781,-45.3581,67.53,83,0,4.59,clear sky,2021-08-18 00:08:57
58,Santa Maria,BR,-29.6842,-53.8069,69.19,78,8,5.01,clear sky,2021-08-18 00:18:12
59,San Andres,CO,12.5847,-81.7006,84.22,74,75,6.91,broken clouds,2021-08-18 00:08:21
60,Barrow,US,71.2906,-156.7887,35.62,75,90,19.57,light snow,2021-08-18 00:18:12
61,Lamar,US,33.6668,-95.5836,73.89,97,90,0.0,light rain,2021-08-18 00:11:28
62,Port Hardy,CA,50.6996,-127.4199,64.58,68,40,14.97,scattered clouds,2021-08-18 00:18:12
63,Tukrah,LY,32.5341,20.5791,78.69,85,0,5.97,clear sky,2021-08-18 00:11:28
64,Byron Bay,AU,-28.65,153.6167,68.05,58,75,8.57,broken clouds,2021-08-18 00:08:05
65,Evensk,RU,61.95,159.2333,55.45,71,100,2.21,overcast clouds,2021-08-18 00:11:29
66,Jamestown,US,42.097,-79.2353,74.17,92,40,3.0,mist,2021-08-18 00:18:13
67,San Policarpo,PH,12.1791,125.5072,79.39,88,100,3.15,overcast clouds,2021-08-18 00:09:13
68,New Norfolk,AU,-42.7826,147.0587,52.75,72,100,1.01,overcast clouds,2021-08-18 00:11:29
69,Santa Cruz,BO,-17.8,-63.1667,81.86,57,0,11.5,clear sky,2021-08-18 00:07:15
70,Ponta Do Sol,PT,32.6667,-17.1,83.03,35,3,5.17,clear sky,2021-08-18 00:11:30
71,Seara,PT,41.1818,-7.8003,69.87,34,0,2.26,clear sky,2021-08-18 00:11:30
72,Karratha,AU,-20.7377,116.8463,73.71,32,0,7.43,clear sky,2021-08-18 00:18:14
73,Torbay,CA,47.6666,-52.7314,69.28,72,100,7.0,overcast clouds,2021-08-18 00:15:07
74,Villarrica,PY,-25.75,-56.4333,77.23,38,5,4.38,clear sky,2021-08-18 00:11:31
75,Nikolskoye,RU,59.7035,30.7861,65.01,93,96,7.65,overcast clouds,2021-08-18 00:18:15
76,Tasiilaq,GL,65.6145,-37.6368,46.56,83,100,2.82,overcast clouds,2021-08-18 00:18:15
77,Santa Rosa,PH,14.3122,121.1114,85.08,78,99,3.18,overcast clouds,2021-08-18 00:11:32
78,Itaituba,BR,-4.2761,-55.9836,81.14,57,45,0.83,scattered clouds,2021-08-18 00:18:15
79,Puerto Ayora,EC,-0.7393,-90.3518,71.55,84,54,4.0,broken clouds,2021-08-18 00:18:16
80,East London,ZA,-33.0153,27.9116,59.38,78,16,7.61,few clouds,2021-08-18 00:18:16
81,Rio Muerto,MX,27.4167,-110.2333,93.72,48,40,11.88,scattered clouds,2021-08-18 00:11:32
82,Pella,RU,59.7775,30.8181,65.17,93,96,7.78,overcast clouds,2021-08-18 00:11:33
83,Noumea,NC,-22.2763,166.4572,76.98,68,2,4.99,light rain,2021-08-18 00:14:55
84,Batsfjord,NO,70.6345,29.7185,47.07,83,80,3.87,broken clouds,2021-08-18 00:11:33
85,Carnarvon,AU,-24.8667,113.6333,64.47,79,2,5.75,clear sky,2021-08-18 00:18:17
86,Hasaki,JP,35.7333,140.8333,86.4,83,17,22.1,few clouds,2021-08-18 00:18:17
87,Pevek,RU,69.7008,170.3133,37.99,76,37,3.29,scattered clouds,2021-08-18 00:11:34
88,Burgeo,CA,47.6167,-57.6152,63.95,89,92,9.89,overcast clouds,2021-08-18 00:18:18
89,Daru,PG,-9.0763,143.2092,77.7,87,93,18.84,overcast clouds,2021-08-18 00:11:34
90,Tura,IN,25.5198,90.2201,73.94,98,100,3.51,overcast clouds,2021-08-18 00:18:19
91,Nizhniy Tsasuchey,RU,50.5167,115.1333,66.83,79,100,12.08,light rain,2021-08-18 00:11:35
92,Ostersund,SE,63.1792,14.6357,54.05,76,90,6.91,overcast clouds,2021-08-18 00:18:19
93,Okha,RU,53.5739,142.9478,73.81,63,59,16.24,broken clouds,2021-08-18 00:18:19
94,Nago,JP,26.5881,127.9761,82.47,86,100,10.31,heavy intensity rain,2021-08-18 00:11:36
95,Gat,IL,31.61,34.7642,79.48,100,0,3.47,clear sky,2021-08-18 00:06:00
96,Mayumba,GA,-3.432,10.6554,73.56,95,98,2.82,overcast clouds,2021-08-18 00:18:20
97,Port Elizabeth,ZA,-33.918,25.5701,55.69,82,0,4.61,clear sky,2021-08-18 00:18:20
98,Muisne,EC,0.6,-80.0333,74.8,84,78,7.34,broken clouds,2021-08-18 00:08:33
99,Sembe,CG,1.6481,14.5806,69.64,99,96,2.24,overcast clouds,2021-08-18 00:11:36
100,Shumskiy,RU,54.8318,99.1328,55.96,90,97,3.24,light rain,2021-08-18 00:11:37
101,Lafiagi,NG,8.8667,5.4167,72.81,96,100,3.89,light rain,2021-08-18 00:11:37
102,Chokurdakh,RU,70.6333,147.9167,55.63,46,48,16.78,scattered clouds,2021-08-18 00:18:21
103,Labuan,MY,5.2767,115.2417,80.96,94,20,1.14,few clouds,2021-08-18 00:18:21
104,Petukhovo,RU,55.0692,67.9019,62.42,77,82,5.61,broken clouds,2021-08-18 00:11:38
105,Clyde River,CA,70.4692,-68.5914,39.72,92,100,3.49,overcast clouds,2021-08-18 00:18:22
106,Chalons-En-Champagne,FR,48.9539,4.3672,60.03,93,100,6.15,overcast clouds,2021-08-18 00:10:07
107,San Cristobal,VE,7.7669,-72.225,73.58,91,23,2.95,few clouds,2021-08-18 00:18:22
108,Half Moon Bay,US,37.4636,-122.4286,85.57,64,1,12.66,clear sky,2021-08-18 00:18:22
109,Spasskoye,RU,44.6108,132.7969,73.22,53,33,3.51,scattered clouds,2021-08-18 00:11:39
110,Vaitape,PF,-16.5167,-151.75,78.28,76,5,6.73,light rain,2021-08-18 00:11:39
111,North Bend,US,43.4065,-124.2243,72.95,62,75,10.36,broken clouds,2021-08-18 00:18:23
112,Bartlesville,US,36.7473,-95.9808,83.1,73,75,8.05,broken clouds,2021-08-18 00:09:00
113,Khatanga,RU,71.9667,102.5,56.97,82,100,9.53,overcast clouds,2021-08-18 00:11:40
114,Victoria,HK,22.2855,114.1577,87.96,86,97,1.01,overcast clouds,2021-08-18 00:16:05
115,Iralaya,HN,15.0,-83.2333,81.68,77,56,8.28,broken clouds,2021-08-18 00:11:40
116,Thompson,CA,55.7435,-97.8558,62.76,63,75,9.22,broken clouds,2021-08-18 00:18:24
117,Marystown,CA,47.1666,-55.1483,63.97,75,99,13.69,overcast clouds,2021-08-18 00:11:41
118,Kalmunai,LK,7.4167,81.8167,78.19,73,100,5.68,overcast clouds,2021-08-18 00:11:41
119,Taltal,CL,-25.4,-70.4833,63.23,59,20,2.68,few clouds,2021-08-18 00:08:38
120,Santiago De Cuba,CU,20.0247,-75.8219,83.82,88,75,5.75,broken clouds,2021-08-18 00:11:08
121,Longyearbyen,SJ,78.2186,15.6401,40.84,93,90,2.3,overcast clouds,2021-08-18 00:11:41
122,Castro,BR,-24.7911,-50.0119,62.6,65,0,3.94,clear sky,2021-08-18 00:18:25
123,Tiksi,RU,71.6872,128.8694,53.46,81,100,9.46,overcast clouds,2021-08-18 00:18:25
124,Richards Bay,ZA,-28.783,32.0377,65.01,73,33,5.82,scattered clouds,2021-08-18 00:18:25
125,Chuy,UY,-33.6971,-53.4616,54.59,94,100,4.97,overcast clouds,2021-08-18 00:11:42
126,Maniitsoq,GL,65.4167,-52.9,45.82,96,100,16.11,light rain,2021-08-18 00:18:26
127,Narsaq,GL,60.9167,-46.05,50.22,98,100,0.63,light rain,2021-08-18 00:11:43
128,Katherine,AU,-14.4667,132.2667,71.92,35,95,8.05,overcast clouds,2021-08-18 00:11:43
129,Shuyskoye,RU,59.3736,41.0305,60.21,96,100,5.39,overcast clouds,2021-08-18 00:11:44
130,Labuhan,ID,-6.8844,112.2051,78.4,77,44,7.92,scattered clouds,2021-08-18 00:11:44
131,Astara,AZ,38.5,48.6667,61.5,28,0,3.6,clear sky,2021-08-18 00:11:44
132,Ordzhonikidze,KZ,52.4411,61.7408,70.56,48,71,4.0,broken clouds,2021-08-18 00:11:45
133,Okato,NZ,-39.2,173.8833,52.43,81,90,11.23,light rain,2021-08-18 00:11:45
134,Margate,GB,51.3813,1.3862,62.46,80,100,13.13,overcast clouds,2021-08-18 00:18:27
135,Bethel,US,41.3712,-73.414,74.98,79,100,3.85,overcast clouds,2021-08-18 00:18:03
136,Brotas,BR,-22.2842,-48.1267,72.14,35,4,4.32,clear sky,2021-08-18 00:11:46
137,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.12,31,0,2.06,clear sky,2021-08-18 00:09:07
138,Ninotsminda,GE,41.2646,43.5916,54.05,64,0,6.82,clear sky,2021-08-18 00:11:47
139,Aksu,CN,41.1231,80.2644,66.36,32,0,1.16,clear sky,2021-08-18 00:11:47
140,Bluff,NZ,-46.6,168.3333,44.8,69,73,21.92,broken clouds,2021-08-18 00:11:47
141,Salinopolis,BR,-0.6136,-47.3561,78.6,85,7,13.8,clear sky,2021-08-18 00:18:28
142,Ignacio De La Llave,MX,18.7167,-95.9833,88.2,76,46,5.79,scattered clouds,2021-08-18 00:11:48
143,Sioux Lookout,CA,50.1001,-91.917,84.58,61,90,3.44,overcast clouds,2021-08-18 00:18:29
144,Caibarien,CU,22.5206,-79.4669,85.32,82,89,18.57,overcast clouds,2021-08-18 00:11:49
145,Quang Ngai,VN,15.1167,108.8,80.6,71,17,3.83,few clouds,2021-08-18 00:18:29
146,Aklavik,CA,68.2191,-135.0107,50.83,91,100,15.37,overcast clouds,2021-08-18 00:18:30
147,Kavieng,PG,-2.5744,150.7967,84.63,66,16,9.6,few clouds,2021-08-18 00:18:30
148,Shar,KZ,49.5886,81.0453,62.96,76,97,8.97,overcast clouds,2021-08-18 00:11:49
149,Nova Granada,BR,-20.5339,-49.3142,76.68,27,8,5.23,clear sky,2021-08-18 00:11:49
150,Pandan,PH,14.0453,124.1694,82.51,78,97,3.4,overcast clouds,2021-08-18 00:11:50
151,Vista Hermosa,MX,19.5167,-99.2167,62.51,77,75,6.91,light rain,2021-08-18 00:11:50
152,Athabasca,CA,54.7169,-113.2854,64.31,42,93,7.43,overcast clouds,2021-08-18 00:11:51
153,Batagay,RU,67.6333,134.6333,61.09,49,100,3.58,overcast clouds,2021-08-18 00:18:31
154,Saskylakh,RU,71.9167,114.0833,59.65,68,96,8.75,overcast clouds,2021-08-18 00:11:51
155,Dekar,BW,-21.5333,21.9333,59.52,29,0,10.02,clear sky,2021-08-18 00:11:51
156,Port Alfred,ZA,-33.5906,26.891,57.33,83,27,9.08,scattered clouds,2021-08-18 00:10:12
157,Tygda,RU,53.1167,126.3333,68.11,78,99,2.13,overcast clouds,2021-08-18 00:11:52
158,Alice Springs,AU,-23.7,133.8833,54.95,28,0,3.44,clear sky,2021-08-18 00:18:32
159,Arroio Grande,BR,-32.2375,-53.0869,57.42,96,49,3.83,scattered clouds,2021-08-18 00:11:52
160,Shiojiri,JP,36.1,137.9667,72.95,88,75,14.97,light intensity shower rain,2021-08-18 00:11:53
161,Lakes Entrance,AU,-37.8811,147.981,54.18,62,77,6.78,broken clouds,2021-08-18 00:11:53
162,Malanje,AO,-9.5402,16.341,68.52,57,47,4.43,scattered clouds,2021-08-18 00:11:53
163,Abashiri,JP,44.0213,144.2697,62.89,77,75,14.97,light intensity shower rain,2021-08-18 00:18:32
164,Cherskiy,RU,68.75,161.3,51.08,50,43,5.61,scattered clouds,2021-08-18 00:18:33
165,Ust-Maya,RU,60.4167,134.5333,59.52,85,98,8.32,overcast clouds,2021-08-18 00:11:54
166,Araguacu,BR,-12.9306,-49.8264,80.08,26,12,5.61,few clouds,2021-08-18 00:11:54
167,Sangar,RU,63.9242,127.4739,54.32,94,100,6.06,light rain,2021-08-18 00:11:55
168,Manaquiri,BR,-3.3167,-60.35,79.57,69,60,2.21,broken clouds,2021-08-18 00:11:55
169,Carauari,BR,-4.8828,-66.8958,74.41,86,82,0.76,light rain,2021-08-18 00:11:56
170,Marshall,US,34.3834,-86.3333,82.45,61,1,0.0,clear sky,2021-08-18 00:06:09
171,Port Lincoln,AU,-34.7333,135.8667,53.28,69,98,5.7,overcast clouds,2021-08-18 00:11:56
172,Piranhas,BR,-16.4269,-51.8222,79.52,26,9,1.57,clear sky,2021-08-18 00:11:57
173,Kosonsoy,UZ,41.2561,71.5508,63.7,24,0,6.15,clear sky,2021-08-18 00:11:57
174,Mana,GF,5.6592,-53.7767,78.53,89,13,10.2,few clouds,2021-08-18 00:18:34
175,Georgetown,MY,5.4112,100.3354,76.93,91,20,0.0,few clouds,2021-08-18 00:11:57
176,Mineiros,BR,-17.5694,-52.5511,74.75,28,10,4.99,clear sky,2021-08-18 00:11:58
177,Lavrentiya,RU,65.5833,-171.0,43.23,64,47,8.32,scattered clouds,2021-08-18 00:11:58
178,Apostolove,UA,47.66,33.7137,68.36,81,0,2.59,clear sky,2021-08-18 00:11:59
179,Te Anau,NZ,-45.4167,167.7167,43.54,77,69,2.8,broken clouds,2021-08-18 00:18:35
180,Sur,OM,22.5667,59.5289,80.46,73,9,11.41,clear sky,2021-08-18 00:18:36
181,Saint-Philippe,RE,-21.3585,55.7679,67.59,79,57,12.35,light rain,2021-08-18 00:11:59
182,Zhangye,CN,38.9342,100.4517,69.55,53,100,3.78,overcast clouds,2021-08-18 00:12:00
183,Belaya Gora,RU,68.5333,146.4167,55.76,45,100,11.25,overcast clouds,2021-08-18 00:18:36
184,Mantua,IT,45.1667,10.7833,72.64,74,53,5.99,broken clouds,2021-08-18 00:16:33
185,Tomatlan,MX,19.9333,-105.25,82.85,81,51,6.98,broken clouds,2021-08-18 00:12:00
186,Tazovskiy,RU,67.4667,78.7,42.94,88,73,7.61,broken clouds,2021-08-18 00:08:49
187,Mount Isa,AU,-20.7333,139.5,74.97,17,78,13.8,broken clouds,2021-08-18 00:18:37
188,Severo-Kurilsk,RU,50.6789,156.125,55.2,79,53,13.02,broken clouds,2021-08-18 00:18:37
189,Poltavka,RU,54.3663,71.7632,63.93,58,41,7.36,scattered clouds,2021-08-18 00:18:37
190,Bolshoy Kamen,RU,43.1225,132.3583,71.49,61,30,2.48,scattered clouds,2021-08-18 00:12:01
191,Tucurui,BR,-3.7661,-49.6725,78.96,44,10,2.93,clear sky,2021-08-18 00:12:02
192,Klaksvik,FO,62.2266,-6.589,52.72,98,100,9.62,overcast clouds,2021-08-18 00:12:02
193,Livingston,GB,55.9029,-3.5226,56.68,88,0,6.91,clear sky,2021-08-18 00:12:03
194,Santa Rosalia,MX,27.3167,-112.2833,87.42,55,11,7.34,few clouds,2021-08-18 00:12:03
195,Jacksonville,US,30.3322,-81.6556,84.97,84,75,1.01,haze,2021-08-18 00:08:59
196,Hay River,CA,60.8156,-115.7999,62.96,54,30,5.26,scattered clouds,2021-08-18 00:15:06
197,Terni,IT,42.6833,12.3167,67.62,73,5,1.54,clear sky,2021-08-18 00:12:04
198,Takaka,NZ,-40.85,172.8,54.55,81,62,5.01,broken clouds,2021-08-18 00:12:04
199,Isangel,VU,-19.55,169.2667,79.21,71,83,3.11,broken clouds,2021-08-18 00:12:05
200,Pavelets,RU,53.7883,39.246,68.22,72,11,7.76,few clouds,2021-08-18 00:12:05
201,Aykhal,RU,66.0,111.5,54.59,70,100,2.33,overcast clouds,2021-08-18 00:12:06
202,Valparaiso,CL,-33.0393,-71.6273,59.92,88,90,4.61,light rain,2021-08-18 00:18:39
203,Aksarka,RU,66.5606,67.7975,44.26,86,89,8.19,overcast clouds,2021-08-18 00:18:40
204,Labrea,BR,-7.2586,-64.7981,80.91,58,60,2.06,broken clouds,2021-08-18 00:12:06
205,Cockburn Town,TC,21.4612,-71.1419,82.53,81,100,20.56,overcast clouds,2021-08-18 00:12:07
206,Elizabeth City,US,36.2946,-76.2511,84.22,81,1,4.61,clear sky,2021-08-18 00:10:30
207,Saint-Junien,FR,45.8833,0.9,61.74,93,3,0.29,clear sky,2021-08-18 00:12:07
208,Saint-Prosper,CA,46.2117,-70.4811,72.68,75,100,2.17,overcast clouds,2021-08-18 00:12:08
209,Tres Arroyos,AR,-38.3739,-60.2798,56.89,37,100,5.06,overcast clouds,2021-08-18 00:12:08
210,Devonport,AU,-41.1667,146.35,51.1,69,83,8.84,broken clouds,2021-08-18 00:12:08
211,Spas-Demensk,RU,54.4122,34.0226,62.49,73,8,4.94,clear sky,2021-08-18 00:12:09
212,Fairbanks,US,64.8378,-147.7164,51.76,92,90,1.99,light rain,2021-08-18 00:18:41
213,Sal Rei,CV,16.1833,-22.9167,77.61,88,100,5.57,overcast clouds,2021-08-18 00:09:19
214,Fiumicino,IT,41.7675,12.2291,77.99,83,40,5.75,scattered clouds,2021-08-18 00:12:09
215,Sompeta,IN,18.9333,84.6,79.65,86,100,7.83,overcast clouds,2021-08-18 00:12:10
216,Toucheng,TW,24.8592,121.8233,84.15,86,100,1.19,light rain,2021-08-18 00:12:10
217,Vardo,NO,70.3705,31.1107,47.91,77,92,6.29,overcast clouds,2021-08-18 00:18:42
218,Anadyr,RU,64.75,177.4833,46.9,93,75,13.42,light intensity shower rain,2021-08-18 00:12:11
219,San Matias,BO,-16.3667,-58.4,83.84,22,0,4.97,clear sky,2021-08-18 00:12:11
220,Bubaque,GW,11.2833,-15.8333,79.74,82,100,20.0,overcast clouds,2021-08-18 00:18:42
221,Vilhena,BR,-12.7406,-60.1458,76.68,33,5,5.28,clear sky,2021-08-18 00:18:43
222,Alpena,US,45.0617,-83.4327,75.34,78,1,9.22,clear sky,2021-08-18 00:12:12
223,Bukama,CD,-9.2,25.85,73.22,38,0,1.34,clear sky,2021-08-18 00:12:12
224,Koppang,NO,61.5706,11.0555,48.6,84,19,7.34,few clouds,2021-08-18 00:12:12
225,Orange,US,33.7,-117.7675,93.24,72,20,1.99,few clouds,2021-08-18 00:09:26
226,Del Rio,US,29.3627,-100.8968,78.91,83,90,5.75,light rain,2021-08-18 00:18:43
227,Yangambi,CD,0.8102,24.4336,70.56,91,85,3.76,overcast clouds,2021-08-18 00:12:13
228,Paamiut,GL,61.994,-49.6678,46.44,93,100,15.68,light rain,2021-08-18 00:18:44
229,Fort Nelson,CA,58.8053,-122.7002,72.45,40,65,5.44,broken clouds,2021-08-18 00:15:09
230,Zeya,RU,53.75,127.2667,69.46,78,100,0.47,overcast clouds,2021-08-18 00:18:44
231,Kaitangata,NZ,-46.2817,169.8464,46.58,75,31,12.17,scattered clouds,2021-08-18 00:18:45
232,Assiniboia,CA,49.6334,-105.9845,73.31,34,17,24.16,few clouds,2021-08-18 00:18:45
233,Havoysund,NO,70.9963,24.6622,45.48,78,76,10.96,broken clouds,2021-08-18 00:12:14
234,Manggar,ID,-2.8833,108.2667,80.67,77,100,7.38,overcast clouds,2021-08-18 00:12:14
