City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
235,Nelson Bay,AU,-32.7167,152.15,61.95,84,99,1.01,overcast clouds,2021-08-18 00:18:46
236,Cootamundra,AU,-34.65,148.0333,51.94,72,0,3.8,clear sky,2021-08-18 00:08:48
237,Saint-Agapit,CA,46.5629,-71.4352,72.59,73,99,4.21,overcast clouds,2021-08-18 00:12:15
238,Jinan,CN,36.6683,116.9972,76.28,65,89,6.04,light rain,2021-08-18 00:10:10
239,Sao Filipe,CV,14.8961,-24.4956,77.9,88,78,1.52,broken clouds,2021-08-18 00:18:46
240,Jalu,LY,29.0331,21.5482,79.77,51,0,9.42,clear sky,2021-08-18 00:18:47
241,Kloulklubed,PW,7.0419,134.2556,84.7,69,48,0.36,scattered clouds,2021-08-18 00:12:15
242,Morondava,MG,-20.2833,44.2833,67.55,82,0,5.64,clear sky,2021-08-18 00:12:15
243,Oistins,BB,13.0667,-59.5333,82.49,74,40,17.27,scattered clouds,2021-08-18 00:18:25
244,Fairview,US,40.8126,-73.999,76.86,77,1,0.0,clear sky,2021-08-18 00:12:16
245,Vao,NC,-22.6667,167.4833,69.42,77,2,6.64,clear sky,2021-08-18 00:12:16
246,Araci,BR,-11.3333,-38.9667,67.28,79,100,8.43,overcast clouds,2021-08-18 00:12:17
247,Sumbe,AO,-11.2061,13.8437,69.55,93,59,4.45,broken clouds,2021-08-18 00:18:48
248,Mahebourg,MU,-20.4081,57.7,69.26,83,20,13.8,light rain,2021-08-18 00:18:48
249,Sandnessjoen,NO,66.0217,12.6316,53.58,88,35,8.05,scattered clouds,2021-08-18 00:12:17
250,Snasa,NO,64.2457,12.3778,49.87,95,54,2.89,broken clouds,2021-08-18 00:12:17
251,Tessalit,ML,20.1986,1.0114,92.14,30,90,13.49,overcast clouds,2021-08-18 00:18:48
252,Kinghorn,GB,56.069,-3.1761,57.43,86,0,6.91,clear sky,2021-08-18 00:12:18
253,Norman Wells,CA,65.282,-126.8329,69.84,49,90,4.61,overcast clouds,2021-08-18 00:18:49
254,Huarmey,PE,-10.0681,-78.1522,64.2,80,18,8.79,few clouds,2021-08-18 00:18:49
255,Souillac,MU,-20.5167,57.5167,69.37,78,78,17.07,light rain,2021-08-18 00:12:18
256,Port Hedland,AU,-20.3167,118.5667,64.45,42,0,3.44,clear sky,2021-08-18 00:12:19
257,Tuatapere,NZ,-46.1333,167.6833,45.82,75,60,8.77,broken clouds,2021-08-18 00:18:50
258,Okahandja,NA,-21.9833,16.9167,52.83,45,0,5.21,clear sky,2021-08-18 00:12:19
259,Tucuman,AR,-26.8241,-65.2226,71.49,29,0,4.07,clear sky,2021-08-18 00:18:23
260,Nuuk,GL,64.1835,-51.7216,48.81,100,90,12.66,light snow,2021-08-18 00:17:10
261,Shenzhen,CN,22.5455,114.0683,86.86,82,100,3.85,light rain,2021-08-18 00:11:29
262,Iqaluit,CA,63.7506,-68.5145,45.18,79,97,4.38,overcast clouds,2021-08-18 00:12:20
263,Kilindoni,TZ,-7.9139,39.6668,75.11,78,17,12.24,few clouds,2021-08-18 00:12:20
264,Rock Hill,US,34.9249,-81.0251,80.78,84,75,10.36,broken clouds,2021-08-18 00:12:21
265,College,US,64.8569,-147.8028,51.75,93,90,4.61,light rain,2021-08-18 00:18:51
266,Beringovskiy,RU,63.05,179.3167,44.2,94,100,15.68,moderate rain,2021-08-18 00:18:51
267,Ribeira Grande,PT,38.5167,-28.7,74.35,87,5,8.46,clear sky,2021-08-18 00:12:21
268,Bengkulu,ID,-3.8004,102.2655,75.24,87,82,3.15,broken clouds,2021-08-18 00:12:21
269,Alenquer,BR,-1.9417,-54.7383,79.14,68,48,4.65,scattered clouds,2021-08-18 00:12:22
270,Ergani,TR,38.2653,39.7621,79.52,31,0,6.62,clear sky,2021-08-18 00:12:22
271,Mazara Del Vallo,IT,37.6641,12.588,78.01,79,1,19.71,clear sky,2021-08-18 00:12:23
272,Salamiyah,SY,35.0113,37.0532,71.82,80,0,13.69,clear sky,2021-08-18 00:12:23
273,Pangal,IN,16.2761,78.1189,72.12,92,100,10.38,overcast clouds,2021-08-18 00:12:23
274,Avera,US,33.194,-82.5271,81.91,73,47,13.65,scattered clouds,2021-08-18 00:18:52
275,Chifeng,CN,42.2683,118.9636,68.05,65,91,0.49,overcast clouds,2021-08-18 00:12:24
276,Aquin,HT,18.2833,-73.4,80.37,84,100,9.4,overcast clouds,2021-08-18 00:12:24
277,Prince Rupert,CA,54.3161,-130.3201,58.75,74,99,5.03,overcast clouds,2021-08-18 00:12:24
278,Cidreira,BR,-30.1811,-50.2056,60.55,94,46,6.98,scattered clouds,2021-08-18 00:18:53
279,Maceio,BR,-9.6658,-35.7353,73.33,82,10,11.41,clear sky,2021-08-18 00:14:06
280,Vanavara,RU,60.34,102.2797,54.39,84,18,4.68,few clouds,2021-08-18 00:12:25
281,Srednekolymsk,RU,67.45,153.6833,51.71,44,67,5.1,broken clouds,2021-08-18 00:09:44
282,Gravdal,NO,68.1214,13.5031,50.43,82,20,11.83,few clouds,2021-08-18 00:12:26
283,Caceres,ES,39.522,-6.3748,74.8,22,0,7.14,clear sky,2021-08-18 00:12:26
284,Sinaloa,MX,25.0,-107.5,85.1,79,92,1.01,overcast clouds,2021-08-18 00:12:26
285,Ilulissat,GL,69.2167,-51.1,55.42,54,34,12.66,scattered clouds,2021-08-18 00:12:24
286,Zhigansk,RU,66.7697,123.3711,57.58,56,100,10.94,overcast clouds,2021-08-18 00:18:54
287,Bowen,AU,-20.0167,148.2333,72.1,39,6,10.13,clear sky,2021-08-18 00:09:49
288,Hong Gai,VN,20.956,107.0946,82.31,83,13,2.55,few clouds,2021-08-18 00:12:27
289,Salalah,OM,17.0151,54.0924,77.09,94,90,5.75,light intensity drizzle,2021-08-18 00:18:55
290,San Jose,US,37.3394,-121.895,87.78,39,20,1.99,few clouds,2021-08-18 00:18:04
291,Doha,QA,25.2867,51.5333,91.38,66,0,4.61,clear sky,2021-08-18 00:09:42
292,Matara,LK,5.9485,80.5353,77.04,87,100,10.85,overcast clouds,2021-08-18 00:12:27
293,Vallenar,CL,-28.5708,-70.7581,66.79,32,0,2.84,clear sky,2021-08-18 00:18:55
294,Brigantine,US,39.4101,-74.3646,77.32,88,40,8.05,scattered clouds,2021-08-18 00:18:55
295,Svetlyy,RU,54.675,20.1347,59.05,81,90,24.72,overcast clouds,2021-08-18 00:12:28
296,Barguzin,RU,53.6167,109.6167,55.45,98,100,4.68,moderate rain,2021-08-18 00:12:28
297,Namtsy,RU,62.7161,129.6658,62.71,90,100,11.99,light rain,2021-08-18 00:18:56
298,Pisco,PE,-13.7,-76.2167,62.65,82,90,11.5,overcast clouds,2021-08-18 00:14:56
299,Luderitz,NA,-26.6481,15.1594,52.93,82,0,4.88,clear sky,2021-08-18 00:12:29
300,Amga,RU,60.8953,131.9608,60.62,81,98,8.41,overcast clouds,2021-08-18 00:18:56
301,Hambantota,LK,6.1241,81.1185,78.37,79,100,15.66,overcast clouds,2021-08-18 00:18:57
302,Novikovo,RU,51.1537,37.8879,71.8,58,31,2.24,scattered clouds,2021-08-18 00:12:29
303,Gisborne,NZ,-38.6533,178.0042,59.32,56,16,11.34,few clouds,2021-08-18 00:09:00
304,Dunedin,NZ,-45.8742,170.5036,49.8,52,28,14.0,scattered clouds,2021-08-18 00:12:30
305,Sri Aman,MY,1.2376,111.4621,73.9,98,100,1.74,moderate rain,2021-08-18 00:12:30
306,Xining,CN,36.6167,101.7667,64.47,61,99,3.6,overcast clouds,2021-08-18 00:12:31
307,Ust-Nera,RU,64.5667,143.2,59.36,60,10,2.13,clear sky,2021-08-18 00:12:31
308,Pocoes,BR,-14.5297,-40.3653,58.23,89,9,4.47,clear sky,2021-08-18 00:12:31
309,Rio Claro,BR,-22.4114,-47.5614,72.32,37,32,2.57,scattered clouds,2021-08-18 00:12:32
310,Oyama,JP,36.3,139.8,85.66,79,73,8.63,broken clouds,2021-08-18 00:12:32
311,Adrar,MR,20.5022,-10.0711,95.67,23,76,9.01,broken clouds,2021-08-18 00:18:58
312,Lagoa,PT,39.05,-27.9833,73.47,87,11,8.37,few clouds,2021-08-18 00:12:32
313,Uribia,CO,11.7139,-72.266,86.41,57,92,16.96,overcast clouds,2021-08-18 00:12:33
314,Veinticinco De Mayo,AR,-35.4323,-60.1727,62.06,86,99,7.67,light rain,2021-08-18 00:12:33
315,Hami,CN,42.8,93.45,72.84,46,23,7.38,few clouds,2021-08-18 00:18:59
316,Antofagasta,CL,-23.65,-70.4,56.48,86,48,1.9,scattered clouds,2021-08-18 00:15:52
317,Kindberg,AT,47.5,15.45,58.24,79,74,2.71,light rain,2021-08-18 00:12:34
318,Geraldton,AU,-28.7667,114.6,54.01,94,40,8.05,scattered clouds,2021-08-18 00:18:59
319,Tilichiki,RU,60.4667,166.1,52.61,81,100,7.23,overcast clouds,2021-08-18 00:19:00
320,Biak,ID,-0.9131,122.8766,77.81,81,68,9.01,broken clouds,2021-08-18 00:19:00
321,Rocky Mountain House,CA,52.3668,-114.9188,58.84,73,98,6.51,overcast clouds,2021-08-18 00:12:34
322,Kruisfontein,ZA,-34.0033,24.7314,48.88,74,81,5.57,broken clouds,2021-08-18 00:12:35
323,Kardla,EE,58.9978,22.7492,58.05,85,39,18.25,scattered clouds,2021-08-18 00:12:35
324,Leningradskiy,RU,69.3833,178.4167,38.3,69,92,5.37,overcast clouds,2021-08-18 00:19:01
325,Pangai,TO,-19.8,-174.35,78.91,73,75,16.11,light rain,2021-08-18 00:19:01
326,Kieta,PG,-6.2167,155.6333,83.82,67,8,3.56,clear sky,2021-08-18 00:19:01
327,Issoudun,FR,47.0,1.8333,62.29,77,90,5.75,overcast clouds,2021-08-18 00:12:36
328,Bilma,NE,18.6853,12.9164,88.52,45,51,11.7,broken clouds,2021-08-18 00:19:02
329,Deputatskiy,RU,69.3,139.9,53.91,54,100,2.08,overcast clouds,2021-08-18 00:12:16
330,Acari,PE,-15.4311,-74.6158,65.05,73,93,3.36,overcast clouds,2021-08-18 00:12:36
331,Kuching,MY,1.55,110.3333,75.42,94,40,0.0,light rain,2021-08-18 00:12:37
332,Provideniya,RU,64.3833,-173.3,42.91,75,90,8.95,overcast clouds,2021-08-18 00:12:37
333,Acarau,BR,-2.8856,-40.12,78.12,78,35,15.5,scattered clouds,2021-08-18 00:19:02
334,Quatre Cocos,MU,-20.2078,57.7625,69.1,76,95,18.07,light rain,2021-08-18 00:12:37
335,Port Blair,IN,11.6667,92.75,80.85,79,100,11.65,light rain,2021-08-18 00:12:38
336,Mizan Teferi,ET,6.9833,35.5833,59.0,89,57,3.11,broken clouds,2021-08-18 00:12:38
337,Libreville,GA,0.3925,9.4537,75.22,94,75,1.14,thunderstorm with light rain,2021-08-18 00:12:38
338,Marsabit,KE,2.3284,37.9899,62.17,71,76,22.37,broken clouds,2021-08-18 00:12:39
339,Mae Sai,TH,20.4335,99.8762,71.96,100,100,0.69,overcast clouds,2021-08-18 00:12:39
340,Falun,SE,60.6036,15.626,55.94,96,100,10.47,heavy intensity rain,2021-08-18 00:12:39
341,Mosquera,CO,4.7059,-74.2302,57.29,88,75,3.44,broken clouds,2021-08-18 00:12:40
342,Yakeshi,CN,49.2833,120.7333,62.94,78,100,2.3,overcast clouds,2021-08-18 00:12:40
343,Coquimbo,CL,-29.9533,-71.3436,56.93,94,0,2.3,clear sky,2021-08-18 00:15:32
344,Mpanda,TZ,-6.3655,31.0409,67.62,54,48,1.03,scattered clouds,2021-08-18 00:12:41
345,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,83,0,2.17,clear sky,2021-08-18 00:12:41
346,Kamenskiy,RU,50.8855,45.488,72.32,56,74,5.79,broken clouds,2021-08-18 00:12:41
347,Awjilah,LY,29.1081,21.2869,79.09,53,0,8.61,clear sky,2021-08-18 00:19:04
348,Emerald,AU,-23.5333,148.1667,65.84,32,61,15.93,broken clouds,2021-08-18 00:12:42
349,Marovoay,MG,-16.1,46.6333,68.14,69,0,7.23,clear sky,2021-08-18 00:12:42
350,Soc Trang,VN,9.6033,105.98,76.96,87,100,2.06,overcast clouds,2021-08-18 00:07:43
351,Bambanglipuro,ID,-7.95,110.2833,76.86,84,64,5.46,broken clouds,2021-08-18 00:12:43
352,La Ronge,CA,55.1001,-105.2842,57.45,62,90,8.05,overcast clouds,2021-08-18 00:19:05
353,Zalantun,CN,48.0,122.7167,69.66,75,9,3.33,clear sky,2021-08-18 00:12:43
354,Nabire,ID,-3.3667,135.4833,82.18,72,65,2.3,broken clouds,2021-08-18 00:12:43
355,Axim,GH,4.8699,-2.2405,76.01,80,80,8.21,broken clouds,2021-08-18 00:19:05
356,Jian,CN,27.1172,114.9793,78.39,87,100,1.48,overcast clouds,2021-08-18 00:12:44
357,Mugur-Aksy,RU,50.35,90.5,46.87,80,38,3.6,scattered clouds,2021-08-18 00:12:44
358,Singapore,SG,1.2897,103.8501,78.71,91,75,2.3,heavy intensity rain,2021-08-18 00:07:57
359,Uyemskiy,RU,64.4743,40.8524,50.05,100,0,4.47,clear sky,2021-08-18 00:12:44
360,Mani,CO,4.8172,-72.2886,76.17,88,77,2.71,broken clouds,2021-08-18 00:12:45
361,Kingaroy,AU,-26.5333,151.8333,62.04,63,91,7.81,overcast clouds,2021-08-18 00:12:45
362,Caucaia,BR,-3.7361,-38.6531,80.04,76,75,8.52,broken clouds,2021-08-18 00:12:45
363,Yining,CN,29.0361,114.5636,78.06,93,98,1.63,overcast clouds,2021-08-18 00:09:37
364,Houma,US,29.5958,-90.7195,88.0,71,40,6.91,scattered clouds,2021-08-18 00:19:07
365,Alepe,CI,5.5004,-3.6631,76.87,87,15,4.0,few clouds,2021-08-18 00:12:46
366,Bandar,ID,2.05,99.75,72.27,99,100,1.48,overcast clouds,2021-08-18 00:12:46
367,Feldbach,AT,46.9531,15.8883,61.83,70,81,1.54,broken clouds,2021-08-18 00:12:47
368,Saint Anthony,US,45.0205,-93.218,88.18,59,20,8.05,few clouds,2021-08-18 00:12:47
369,Zyryanka,RU,65.75,150.85,57.78,52,80,11.21,broken clouds,2021-08-18 00:19:08
370,Tabory,RU,58.5198,64.5495,57.31,87,94,3.56,overcast clouds,2021-08-18 00:19:08
371,Bolotnoye,RU,55.6717,84.3981,57.0,83,65,1.97,broken clouds,2021-08-18 00:12:48
372,Vangaindrano,MG,-23.35,47.6,64.18,91,99,4.61,light rain,2021-08-18 00:12:49
373,Puerto Escondido,MX,15.85,-97.0667,86.83,66,40,17.27,scattered clouds,2021-08-18 00:12:49
374,Manokwari,ID,-0.8667,134.0833,82.29,68,63,3.53,broken clouds,2021-08-18 00:12:49
375,Port-Gentil,GA,-0.7193,8.7815,75.31,90,100,9.37,moderate rain,2021-08-18 00:12:50
376,Tezu,IN,27.9167,96.1667,75.79,100,100,1.63,overcast clouds,2021-08-18 00:19:09
377,Ugoofaaru,MV,5.6667,73.0,79.79,79,100,14.0,overcast clouds,2021-08-18 00:09:31
378,Meulaboh,ID,4.1363,96.1285,74.5,91,97,3.2,overcast clouds,2021-08-18 00:09:19
379,Udachnyy,RU,66.4167,112.4,56.08,67,100,2.21,overcast clouds,2021-08-18 00:19:10
380,Muravlenko,RU,63.7898,74.523,53.42,86,99,11.54,overcast clouds,2021-08-18 00:12:50
381,Darovskoy,RU,58.77,47.9564,58.82,91,78,4.07,broken clouds,2021-08-18 00:12:51
382,Kasongo-Lunda,CD,-6.4667,16.8167,74.28,69,64,2.77,broken clouds,2021-08-18 00:12:51
383,Sinnamary,GF,5.3833,-52.95,78.85,86,5,8.59,clear sky,2021-08-18 00:19:11
384,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,79.32,26,10,3.0,clear sky,2021-08-18 00:12:52
385,Siuna,NI,13.7332,-84.7773,79.43,80,83,3.09,broken clouds,2021-08-18 00:12:52
386,Faanui,PF,-16.4833,-151.75,78.35,75,4,5.91,light rain,2021-08-18 00:12:52
387,Rio Grande,BR,-32.035,-52.0986,56.95,95,58,5.41,broken clouds,2021-08-18 00:17:00
388,Si Bun Ruang,TH,16.9667,102.2833,77.11,87,63,1.86,broken clouds,2021-08-18 00:12:53
389,Indramayu,ID,-6.3264,108.32,78.04,68,82,6.82,broken clouds,2021-08-18 00:12:53
390,Caravelas,BR,-17.7125,-39.2481,70.23,85,0,5.5,clear sky,2021-08-18 00:19:12
391,Shingu,JP,33.7333,135.9833,74.91,91,95,8.93,overcast clouds,2021-08-18 00:12:54
392,Ha Giang,VN,22.8333,104.9833,78.44,88,95,0.72,overcast clouds,2021-08-18 00:12:54
393,Matay,EG,28.419,30.7792,80.98,47,0,12.93,clear sky,2021-08-18 00:12:55
394,Raudeberg,NO,61.9875,5.1352,56.07,85,85,11.79,overcast clouds,2021-08-18 00:12:55
395,Kousseri,CM,12.0769,15.0306,77.83,81,57,1.41,broken clouds,2021-08-18 00:12:56
396,Goma,CD,-1.6792,29.2228,65.46,73,81,2.95,broken clouds,2021-08-18 00:19:13
397,San Patricio,US,28.017,-97.5169,90.32,59,96,15.12,overcast clouds,2021-08-18 00:12:56
398,Kalemie,CD,-5.9475,29.1947,72.34,62,13,1.01,few clouds,2021-08-18 00:12:56
399,Maracas,BR,-13.4411,-40.4308,58.15,84,34,7.47,scattered clouds,2021-08-18 00:12:56
400,Bayburt,TR,40.2589,40.2278,59.67,82,29,1.01,scattered clouds,2021-08-18 00:12:57
401,Sussex,US,41.1834,-74.6663,75.34,87,90,5.75,light rain,2021-08-18 00:12:57
402,Kumluca,TR,36.3703,30.2869,81.18,50,0,4.16,clear sky,2021-08-18 00:12:57
403,Manta,EC,-0.95,-80.7333,73.18,83,0,11.5,clear sky,2021-08-18 00:19:14
404,Bauchi,NG,10.5,10.0,70.18,91,97,2.42,overcast clouds,2021-08-18 00:12:58
405,Yulara,AU,-25.2406,130.9889,58.84,25,0,11.5,clear sky,2021-08-18 00:12:58
406,Aswan,EG,24.0934,32.907,86.52,27,4,10.13,clear sky,2021-08-18 00:12:59
407,Berlevag,NO,70.8578,29.0864,46.92,78,74,4.99,broken clouds,2021-08-18 00:19:14
408,Soyo,AO,-6.1349,12.3689,74.98,82,70,7.83,broken clouds,2021-08-18 00:12:59
409,Faya,SA,18.3851,42.4509,64.92,35,77,3.18,broken clouds,2021-08-18 00:12:59
410,Turbat,PK,26.0023,63.044,78.39,77,1,2.42,clear sky,2021-08-18 00:13:00
411,Winona,US,43.9666,-91.7668,80.62,65,1,0.0,clear sky,2021-08-18 00:13:00
412,Belle Glade,US,26.6845,-80.6676,86.02,77,100,8.72,overcast clouds,2021-08-18 00:13:01
413,Guerrero Negro,MX,27.9769,-114.0611,81.1,59,1,15.37,clear sky,2021-08-18 00:19:15
414,Tautira,PF,-17.7333,-149.15,82.42,87,15,24.07,moderate rain,2021-08-18 00:09:23
415,Hirado,JP,33.3597,129.5531,74.55,82,100,13.33,light rain,2021-08-18 00:09:24
416,Chuguyevka,RU,44.1653,133.8633,73.38,64,89,2.24,overcast clouds,2021-08-18 00:13:01
417,Hobyo,SO,5.3505,48.5268,76.35,80,100,26.57,overcast clouds,2021-08-18 00:13:02
418,Nome,US,64.5011,-165.4064,52.16,44,75,4.61,broken clouds,2021-08-18 00:13:02
419,Cabo San Lucas,MX,22.8909,-109.9124,88.52,70,40,8.99,scattered clouds,2021-08-18 00:09:54
420,Gunnedah,AU,-30.9833,150.25,62.22,54,0,8.9,clear sky,2021-08-18 00:13:02
421,Abha,SA,18.2164,42.5053,64.65,52,0,0.0,clear sky,2021-08-18 00:13:03
422,Taybad,IR,34.74,60.7756,72.1,22,0,16.08,clear sky,2021-08-18 00:09:11
423,Teya,RU,60.3778,92.6267,52.9,79,24,2.77,few clouds,2021-08-18 00:13:03
424,Saint-Francois,FR,46.4154,3.9054,60.24,72,90,4.61,overcast clouds,2021-08-18 00:13:04
425,Tual,ID,-5.6667,132.75,79.5,82,23,18.07,few clouds,2021-08-18 00:13:04
426,Pozo Colorado,PY,-23.4923,-58.7972,84.69,28,0,9.26,clear sky,2021-08-18 00:19:17
427,Broken Hill,AU,-31.95,141.4333,54.14,55,18,2.64,few clouds,2021-08-18 00:19:17
428,Laguna,US,38.421,-121.4238,93.22,38,1,5.01,haze,2021-08-18 00:18:13
429,Plouzane,FR,48.3833,-4.6167,60.08,77,90,3.44,overcast clouds,2021-08-18 00:19:18
430,Grand Gaube,MU,-20.0064,57.6608,69.39,71,93,7.0,light rain,2021-08-18 00:13:05
431,Preobrazheniye,RU,42.9019,133.9064,71.83,57,98,3.87,overcast clouds,2021-08-18 00:13:05
432,Dunkwa,GH,5.9656,-1.78,70.66,92,52,2.55,broken clouds,2021-08-18 00:13:05
433,Qarqin,AF,37.4185,66.0436,79.18,19,78,6.35,broken clouds,2021-08-18 00:13:06
434,Katsuura,JP,35.1333,140.3,86.11,85,13,19.71,few clouds,2021-08-18 00:19:19
435,Egvekinot,RU,66.3167,-179.1667,38.39,89,100,2.95,light rain,2021-08-18 00:13:06
436,Guaimaca,HN,14.5333,-86.8167,73.78,75,78,4.05,broken clouds,2021-08-18 00:13:07
437,Darhan,MN,49.4867,105.9228,61.88,98,99,4.7,overcast clouds,2021-08-18 00:13:07
438,Sabha,LY,27.0377,14.4283,86.41,19,0,10.36,clear sky,2021-08-18 00:13:07
439,San Joaquin,US,37.9333,-121.3011,96.1,29,1,16.11,clear sky,2021-08-18 00:13:08
440,Grindavik,IS,63.8424,-22.4338,53.55,100,90,9.22,light intensity drizzle,2021-08-18 00:19:19
441,Pafos,CY,34.7667,32.4167,78.71,78,20,8.05,few clouds,2021-08-18 00:13:08
442,Igrim,RU,63.1906,64.4162,51.87,82,66,3.29,broken clouds,2021-08-18 00:19:20
443,Ulaangom,MN,49.9811,92.0667,60.24,57,26,3.69,scattered clouds,2021-08-18 00:13:09
444,Yantal,RU,56.8471,105.2542,56.82,92,99,1.92,light rain,2021-08-18 00:13:09
445,Asau,RO,46.4333,26.4,65.32,93,93,1.01,light rain,2021-08-18 00:13:10
446,Hervey Bay,AU,-25.2986,152.8535,69.91,64,86,12.88,overcast clouds,2021-08-18 00:19:21
447,Cabedelo,BR,-6.9811,-34.8339,72.27,85,1,13.29,clear sky,2021-08-18 00:19:21
448,Taywarah,AF,33.35,64.4167,51.76,22,0,4.74,clear sky,2021-08-18 00:13:10
449,Marsh Harbour,BS,26.5412,-77.0636,83.89,75,22,14.45,few clouds,2021-08-18 00:13:10
450,Ituporanga,BR,-27.4144,-49.6025,61.52,94,5,1.95,clear sky,2021-08-18 00:13:11
451,Phek,IN,25.6667,94.5,61.39,100,100,0.89,overcast clouds,2021-08-18 00:13:11
452,Smoky Lake,CA,54.1169,-112.4686,66.49,39,86,7.83,overcast clouds,2021-08-18 00:13:12
453,Acajutla,SV,13.5928,-89.8275,84.79,81,32,4.38,scattered clouds,2021-08-18 00:09:14
454,Shelburne,CA,44.0787,-80.2041,75.13,89,83,4.03,broken clouds,2021-08-18 00:13:12
455,La Seyne-Sur-Mer,FR,43.0982,5.8847,73.89,49,0,4.0,clear sky,2021-08-18 00:13:12
456,Skibotn,NO,69.3913,20.2679,46.49,81,56,4.38,broken clouds,2021-08-18 00:13:13
457,Buraydah,SA,26.326,43.975,84.42,13,28,9.48,scattered clouds,2021-08-18 00:13:13
458,Sakaiminato,JP,35.55,133.2333,73.33,90,100,8.12,overcast clouds,2021-08-18 00:13:13
459,Moron,AR,-34.6534,-58.6198,60.98,72,99,5.01,overcast clouds,2021-08-18 00:19:15
460,Cheremnoye,RU,53.1697,83.2133,55.99,83,60,7.02,broken clouds,2021-08-18 00:11:07
461,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,32,0,9.22,clear sky,2021-08-18 00:14:36
462,Brewster,US,41.3973,-73.6171,75.52,78,75,5.75,broken clouds,2021-08-18 00:13:14
463,Diffa,NE,13.3154,12.6113,78.35,66,89,2.89,overcast clouds,2021-08-18 00:13:15
464,Samarai,PG,-10.6167,150.6667,78.33,83,85,14.07,overcast clouds,2021-08-18 00:09:27
465,Poum,NC,-20.2333,164.0167,72.19,75,64,8.93,broken clouds,2021-08-18 00:19:23
466,Prince George,CA,53.9166,-122.753,76.24,31,4,1.99,clear sky,2021-08-18 00:11:40
467,Dryden,CA,49.7833,-92.7503,88.34,42,84,3.11,broken clouds,2021-08-18 00:13:15
468,Mount Gambier,AU,-37.8333,140.7667,49.91,93,90,11.5,overcast clouds,2021-08-18 00:19:24
469,Mardin,TR,37.3131,40.7436,68.11,26,0,5.44,clear sky,2021-08-18 00:13:16
470,Batemans Bay,AU,-35.7167,150.1833,59.2,50,3,3.42,clear sky,2021-08-18 00:09:38
471,Camacha,PT,33.0833,-16.3333,79.56,88,20,13.8,few clouds,2021-08-18 00:19:24
472,Bontang,ID,0.1333,117.5,78.03,84,97,3.78,overcast clouds,2021-08-18 00:16:25
